,index,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
532,532,D'Angelo Russell,PG,25,MIN,31,31,32.9,6.5,16.4,.398,3.0,8.5,.347,3.5,7.8,.455,.489,2.6,3.3,.812,0.4,3.4,3.7,7.0,0.9,0.5,2.6,2.1,18.6
533,533,Domantas Sabonis,C,25,IND,41,40,34.8,7.1,12.2,.579,0.8,2.4,.316,6.3,9.8,.643,.610,4.1,5.6,.742,3.2,8.7,11.9,4.7,1.0,0.4,3.0,3.0,19.0
534,534,Olivier Sarr,C,22,OKC,2,0,7.0,0.5,1.5,.333,0.0,0.5,.000,0.5,1.0,.500,.333,1.0,1.0,1.000,0.0,2.5,2.5,0.0,0.0,1.0,0.0,0.5,2.0
535,535,Tomáš Satoranský,SG,30,NOP,31,3,14.9,1.0,3.3,.311,0.2,1.0,.167,0.9,2.4,.370,.335,0.6,0.8,.760,0.6,1.5,2.0,2.3,0.5,0.0,0.7,1.0,2.8
536,536,Jordan Schakel,SG,23,WAS,2,0,7.0,0.0,3.0,.000,0.0,1.5,.000,0.0,1.5,.000,.000,0.0,0.0,,1.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0
537,537,Admiral Schofield,SF,24,ORL,11,1,15.9,2.0,3.7,.537,0.6,1.8,.350,1.4,1.9,.714,.622,0.0,0.1,.000,0.5,2.8,3.3,0.9,0.1,0.3,0.8,1.9,4.6
538,538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,539,Dennis Schröder,SG,28,BOS,35,20,31.6,5.8,13.3,.437,1.5,4.3,.342,4.3,9.0,.481,.491,3.0,3.5,.855,0.5,2.8,3.3,4.5,0.8,0.1,2.3,2.5,16.1
540,540,Tre Scott,SF,25,CLE,2,0,5.5,1.5,3.0,.500,0.0,0.5,.000,1.5,2.5,.600,.500,0.0,0.0,,0.5,0.5,1.0,0.0,0.5,0.5,0.0,1.0,3.0
541,541,Jay Scrubb,SG,21,LAC,13,0,5.7,1.0,2.6,.382,0.4,1.3,.294,0.6,1.3,.471,.456,0.3,0.5,.667,0.1,0.5,0.6,0.5,0.2,0.2,0.2,0.3,2.7
542,542,Wayne Selden,SG,27,NYK,3,0,6.3,0.3,1.3,.250,0.3,0.7,.500,0.0,0.7,.000,.375,0.7,1.3,.500,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,1.7
543,543,Alperen Şengün,C,19,HOU,35,2,18.4,3.1,6.3,.500,0.3,1.1,.308,2.8,5.2,.541,.527,2.4,3.4,.703,1.7,3.1,4.8,2.6,0.9,0.9,1.9,3.1,9.0
544,544,Collin Sexton,SG,23,CLE,11,11,28.7,6.2,13.7,.450,1.0,4.1,.244,5.2,9.6,.538,.487,2.6,3.5,.744,1.2,2.1,3.3,2.1,0.9,0.0,2.8,2.3,16.0
545,545,Landry Shamet,SG,24,PHO,36,7,20.5,2.6,6.8,.381,1.7,4.6,.365,0.9,2.1,.416,.506,0.9,1.1,.846,0.3,1.9,2.1,1.6,0.5,0.1,0.6,1.1,7.8
546,546,Day'Ron Sharpe,PF,20,BRK,15,1,9.0,2.5,3.8,.649,0.1,0.2,.333,2.4,3.6,.667,.658,0.6,1.1,.529,2.0,1.7,3.7,0.1,0.2,0.5,0.9,1.7,5.6
547,547,Pascal Siakam,PF,27,TOR,25,25,35.7,7.9,16.6,.475,1.1,3.5,.318,6.8,13.1,.517,.508,3.8,5.2,.731,2.0,6.3,8.3,4.6,1.0,0.8,2.5,3.4,20.7
548,548,Chris Silva,PF,25,TOT,7,0,9.4,1.1,1.9,.615,0.0,0.0,,1.1,1.9,.615,.615,1.1,1.3,.889,1.4,2.4,3.9,0.4,0.0,0.0,0.6,1.7,3.4
549,549,Chris Silva,PF,25,MIN,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
550,550,Chris Silva,PF,25,MIA,6,0,10.5,1.3,2.2,.615,0.0,0.0,,1.3,2.2,.615,.615,1.3,1.5,.889,1.7,2.7,4.3,0.5,0.0,0.0,0.7,2.0,4.0
551,551,Marko Simonovic,C,22,CHI,7,0,3.6,0.1,1.3,.111,0.0,0.4,.000,0.1,0.9,.167,.111,1.0,1.1,.875,0.4,0.4,0.9,0.0,0.0,0.1,0.3,0.7,1.3
552,552,Anfernee Simons,SG,22,POR,35,8,26.0,5.1,11.6,.443,2.4,6.2,.392,2.7,5.4,.503,.548,1.4,1.5,.943,0.5,2.1,2.7,2.9,0.4,0.1,1.5,2.0,14.1
553,553,Jericho Sims,PF,23,NYK,13,0,6.5,0.5,0.6,.750,0.0,0.0,,0.5,0.6,.750,.750,0.2,0.3,.750,0.6,1.1,1.7,0.1,0.2,0.4,0.2,0.5,1.2
554,554,Deividas Sirvydis,SG,21,DET,3,0,9.0,0.3,3.3,.100,0.3,2.3,.143,0.0,1.0,.000,.150,0.0,0.0,,0.0,2.0,2.0,0.3,1.0,0.3,0.0,1.3,1.0
555,555,Javonte Smart,PG,22,MIL,13,1,12.3,0.8,3.3,.256,0.3,1.4,.222,0.5,1.9,.280,.302,0.4,0.5,.833,0.3,1.2,1.5,1.1,0.3,0.2,0.7,0.8,2.4
556,556,Marcus Smart,PG,27,BOS,38,38,34.1,4.0,10.2,.393,1.4,4.8,.304,2.6,5.5,.471,.464,2.1,2.6,.798,0.6,3.3,4.0,5.3,1.9,0.3,2.0,2.5,11.6
557,557,Dennis Smith Jr.,PG,24,POR,22,3,17.1,2.1,5.4,.395,0.3,1.1,.240,1.9,4.3,.436,.420,1.0,1.5,.667,0.5,1.8,2.4,3.3,1.2,0.4,1.5,1.1,5.5
558,558,Ish Smith,PG,33,CHO,27,1,14.4,2.1,5.1,.403,0.3,0.7,.444,1.8,4.5,.397,.432,0.3,0.6,.563,0.1,1.3,1.4,2.8,0.6,0.3,1.1,1.0,4.8
559,559,Jalen Smith,PF,21,PHO,19,4,14.3,2.7,5.6,.491,0.4,1.4,.259,2.4,4.2,.570,.524,1.6,1.9,.838,2.3,3.1,5.3,0.3,0.2,0.6,0.7,1.7,7.5
560,560,Xavier Sneed,SF,24,MEM,2,0,4.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
561,561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,562,Tony Snell,SG,30,POR,28,7,12.4,0.8,2.1,.356,0.6,1.6,.370,0.1,0.5,.308,.500,0.1,0.1,1.000,0.3,1.2,1.4,0.6,0.2,0.1,0.3,1.1,2.2
563,563,Jaden Springer,SG,19,PHI,2,0,3.0,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.5,0.5,1.0,0.0,0.0,1.0,0.5,0.0,1.0
564,564,Cassius Stanley,SG,22,DET,5,1,21.2,2.8,6.6,.424,0.8,2.4,.333,2.0,4.2,.476,.485,1.6,1.6,1.000,1.0,1.4,2.4,0.6,0.6,0.4,1.0,1.8,8.0
565,565,Nik Stauskas,SG,28,MIA,2,0,12.0,1.5,4.0,.375,1.0,2.0,.500,0.5,2.0,.250,.500,1.5,2.0,.750,0.5,1.0,1.5,0.5,0.0,0.0,0.0,0.5,5.5
566,566,Lance Stephenson,SG-SF,31,TOT,12,0,17.8,3.1,6.7,.463,0.7,2.4,.276,2.4,4.3,.569,.513,0.5,0.8,.667,0.3,2.7,3.0,3.5,0.6,0.0,1.3,1.9,7.3
567,567,Lance Stephenson,SF,31,ATL,6,0,11.7,0.8,2.2,.385,0.0,0.5,.000,0.8,1.7,.500,.385,0.2,0.3,.500,0.2,2.3,2.5,1.8,0.0,0.0,0.7,1.3,1.8
568,568,Lance Stephenson,SG,31,IND,6,0,23.8,5.3,11.2,.478,1.3,4.3,.308,4.0,6.8,.585,.537,0.8,1.2,.714,0.5,3.0,3.5,5.2,1.2,0.0,1.8,2.5,12.8
569,569,Lamar Stevens,PF,24,CLE,28,6,14.5,2.1,4.5,.468,0.4,1.3,.333,1.7,3.2,.522,.516,0.5,0.8,.667,0.7,1.6,2.3,0.6,0.4,0.2,0.5,1.5,5.1
570,570,Isaiah Stewart,C,20,DET,32,32,25.6,3.3,6.3,.527,0.1,0.6,.105,3.3,5.8,.571,.532,1.1,1.6,.673,2.6,5.6,8.3,1.1,0.4,1.3,1.3,2.8,7.8
571,571,Max Strus,SF,25,MIA,30,6,23.0,4.0,8.5,.469,2.6,6.3,.420,1.4,2.3,.603,.623,0.9,1.2,.771,0.4,3.1,3.4,1.2,0.3,0.1,0.7,1.5,11.5
572,572,Jalen Suggs,PG,20,ORL,21,21,27.8,4.1,12.2,.339,1.2,4.9,.255,2.9,7.4,.394,.389,2.8,3.6,.763,0.8,2.6,3.4,3.6,1.1,0.4,3.2,2.8,12.3
573,573,Craig Sword,SG,,WAS,3,0,6.3,1.0,1.3,.750,0.0,0.3,.000,1.0,1.0,1.000,.750,0.0,0.0,,0.0,0.0,0.0,0.3,1.3,0.0,0.3,2.3,2.0
574,574,Keifer Sykes,PG,28,IND,8,5,24.0,3.4,7.8,.435,1.3,4.1,.303,2.1,3.6,.586,.516,1.0,1.1,.889,0.3,2.1,2.4,3.3,0.6,0.1,1.3,2.3,9.0
575,575,Jae'Sean Tate,SF,26,HOU,41,40,27.3,4.9,9.8,.499,0.8,2.6,.299,4.1,7.2,.571,.539,1.9,2.7,.694,1.7,4.0,5.7,3.1,0.9,0.7,1.8,3.6,12.4
576,576,Jayson Tatum,SF,23,BOS,38,38,36.7,8.9,21.1,.420,2.8,8.4,.330,6.1,12.7,.479,.486,5.2,6.1,.841,1.1,7.3,8.4,3.7,1.0,0.8,2.9,2.4,25.7
577,577,Terry Taylor,SG,22,IND,2,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0
578,578,Garrett Temple,SG,35,NOP,39,12,19.7,2.2,5.4,.403,1.3,3.5,.358,0.9,1.9,.486,.519,0.6,0.8,.733,0.6,2.3,2.9,1.3,0.8,0.4,0.9,1.6,6.2
579,579,Emanuel Terry,PF,25,PHO,3,0,6.0,0.0,1.7,.000,0.0,0.0,,0.0,1.7,.000,.000,0.0,0.0,,2.7,2.3,5.0,0.7,0.3,0.0,1.7,1.3,0.0
580,580,Tyrell Terry,PG,21,MEM,2,0,1.5,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0
581,581,Jon Teske,C,24,MEM,3,0,2.7,0.0,0.3,.000,0.0,0.0,,0.0,0.3,.000,.000,0.0,0.7,.000,0.0,0.7,0.7,0.3,0.3,0.0,0.0,0.3,0.0
582,582,Daniel Theis,C,29,HOU,25,21,23.1,3.4,7.1,.475,0.9,3.1,.295,2.4,4.0,.616,.540,1.1,1.6,.675,1.2,3.9,5.1,0.8,0.4,0.6,1.2,2.4,8.7
583,583,Brodric Thomas,SG,25,BOS,6,0,4.2,0.2,1.5,.111,0.0,1.0,.000,0.2,0.5,.333,.111,0.3,0.3,1.000,0.3,0.5,0.8,0.8,0.0,0.0,0.3,0.2,0.7
584,584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,585,Cam Thomas,SG,20,BRK,29,1,16.3,2.7,6.6,.411,0.6,2.6,.243,2.1,4.1,.517,.458,0.8,0.9,.815,0.2,2.2,2.4,1.2,0.5,0.1,0.7,0.6,6.8
586,586,Isaiah Thomas,PG,32,TOT,5,1,22.8,3.0,9.4,.319,1.0,5.0,.200,2.0,4.4,.455,.372,1.6,2.2,.727,0.2,1.4,1.6,2.0,0.0,0.4,1.0,2.4,8.6
587,587,Isaiah Thomas,PG,32,LAL,4,1,25.3,3.0,9.8,.308,1.3,5.5,.227,1.8,4.3,.412,.372,2.0,2.8,.727,0.3,1.8,2.0,1.5,0.0,0.5,1.3,3.0,9.3
588,588,Isaiah Thomas,PG,32,DAL,1,0,13.0,3.0,8.0,.375,0.0,3.0,.000,3.0,5.0,.600,.375,0.0,0.0,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0
589,589,Matt Thomas,SG,27,CHI,16,0,9.5,1.2,3.2,.373,0.8,2.0,.375,0.4,1.2,.368,.490,0.4,0.6,.700,0.1,0.8,0.9,0.4,0.2,0.1,0.1,0.3,3.6
590,590,Klay Thompson,SG,31,GSW,2,2,20.0,6.0,15.5,.387,2.5,6.5,.385,3.5,9.0,.389,.468,1.0,1.0,1.000,0.5,2.5,3.0,2.0,0.0,1.0,2.5,2.0,15.5
591,591,Tristan Thompson,PF,30,SAC,30,3,15.2,2.5,5.0,.503,0.0,0.0,1.000,2.5,5.0,.500,.507,1.1,2.0,.533,2.4,3.0,5.4,0.6,0.4,0.4,1.0,1.7,6.2
592,592,JT Thor,PF,19,CHO,10,0,10.9,0.9,2.5,.360,0.3,1.6,.188,0.6,0.9,.667,.420,0.5,0.8,.625,0.5,0.9,1.4,0.6,0.4,0.6,0.4,1.4,2.6
593,593,Matisse Thybulle,SG,24,PHI,31,16,25.7,2.4,4.8,.487,0.7,2.5,.286,1.6,2.4,.699,.560,0.3,0.3,.889,0.5,1.9,2.4,1.1,1.7,1.1,0.7,2.3,5.7
594,594,Killian Tillie,C,23,MEM,27,3,13.1,1.3,3.7,.343,0.8,2.4,.328,0.5,1.3,.371,.449,0.2,0.3,.625,0.7,1.1,1.8,0.5,0.7,0.5,0.3,1.6,3.5
595,595,Xavier Tillman Sr.,PF,23,MEM,31,0,14.5,1.9,4.4,.434,0.2,1.1,.182,1.7,3.3,.515,.456,0.9,1.4,.690,1.4,2.0,3.4,1.2,1.2,0.5,0.7,1.3,4.9
596,596,Isaiah Todd,PF,20,WAS,9,0,3.9,0.6,1.7,.333,0.4,1.1,.400,0.1,0.6,.200,.467,0.2,0.4,.500,0.2,0.8,1.0,0.1,0.2,0.2,0.1,0.1,1.8
597,597,Obi Toppin,PF,23,NYK,37,2,16.1,3.0,5.8,.526,0.3,1.6,.203,2.7,4.2,.649,.554,1.5,1.9,.786,1.0,2.7,3.7,1.0,0.3,0.5,0.8,1.5,7.9
598,598,Juan Toscano-Anderson,SF,28,GSW,38,4,16.3,1.9,3.7,.504,0.3,1.2,.239,1.6,2.5,.632,.543,0.7,1.1,.610,0.6,2.4,2.9,2.1,0.8,0.3,1.2,1.6,4.7
599,599,Karl-Anthony Towns,C,26,MIN,34,34,34.5,8.7,16.9,.516,2.3,5.4,.422,6.4,11.4,.560,.584,4.9,6.0,.814,2.9,6.3,9.3,3.7,1.1,1.2,3.5,3.7,24.6
600,600,Gary Trent Jr.,SG,23,TOR,33,32,34.0,6.1,14.5,.421,2.7,7.3,.368,3.4,7.1,.477,.515,1.5,1.8,.845,0.4,2.5,2.8,2.1,1.9,0.4,0.9,2.2,16.4
601,601,P.J. Tucker,PF,36,MIA,35,34,28.5,3.1,6.2,.498,1.4,2.9,.466,1.7,3.3,.526,.608,0.7,0.9,.697,1.7,4.0,5.7,2.2,0.8,0.3,0.9,2.3,8.2
602,602,Rayjon Tucker,SG,24,DEN,3,0,9.7,0.3,0.7,.500,0.3,0.7,.500,0.0,0.0,,.750,1.0,1.3,.750,0.3,1.0,1.3,1.3,0.3,0.0,0.0,1.0,2.0
603,603,Myles Turner,C,25,IND,41,41,29.4,4.8,9.4,.516,1.5,4.4,.339,3.3,5.0,.672,.595,1.9,2.5,.757,1.5,5.6,7.1,1.1,0.6,2.8,1.3,2.9,13.0
604,604,Jonas Valančiūnas,C,29,NOP,38,38,31.6,7.0,13.5,.520,1.0,2.3,.427,6.0,11.2,.540,.558,3.4,4.2,.823,3.5,8.6,12.1,2.4,0.6,0.9,2.4,3.1,18.5
605,605,Denzel Valentine,SG,28,TOT,23,0,9.6,1.1,2.9,.379,0.8,2.0,.404,0.3,0.8,.316,.523,0.0,0.0,,0.4,1.4,1.8,0.5,0.3,0.0,0.5,0.9,3.0
606,606,Denzel Valentine,SG,28,CLE,22,0,9.3,1.0,2.8,.371,0.8,2.0,.409,0.2,0.8,.278,.516,0.0,0.0,,0.4,1.3,1.7,0.5,0.3,0.0,0.5,0.8,2.9
607,607,Denzel Valentine,SG,28,UTA,1,0,17.0,2.0,4.0,.500,1.0,3.0,.333,1.0,1.0,1.000,.625,0.0,0.0,,0.0,3.0,3.0,0.0,1.0,0.0,2.0,3.0,5.0
608,608,Jarred Vanderbilt,PF,22,MIN,36,29,25.5,2.8,4.9,.567,0.1,0.3,.200,2.8,4.7,.589,.573,0.9,1.5,.642,3.2,5.9,9.1,1.4,1.6,0.8,1.1,2.7,6.6
609,609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,610,Fred VanVleet,PG,27,TOR,35,35,37.7,7.6,17.3,.441,3.8,9.4,.409,3.8,7.9,.478,.551,2.9,3.3,.879,0.8,4.1,4.9,6.6,1.7,0.5,2.7,2.4,22.0
611,611,Devin Vassell,SF,21,SAS,33,4,24.9,4.3,9.7,.448,1.7,4.8,.344,2.7,4.8,.553,.534,0.8,1.1,.750,0.7,3.3,3.9,1.4,0.9,0.7,0.8,2.0,11.2
612,612,Gabe Vincent,PG,25,MIA,33,10,21.8,3.2,7.2,.441,1.7,4.4,.384,1.5,2.8,.533,.559,0.7,0.9,.774,0.5,1.6,2.0,2.9,0.8,0.2,1.5,2.1,8.8
613,613,Nikola Vučević,C,31,CHI,32,32,33.1,6.7,15.5,.429,1.6,4.8,.335,5.0,10.7,.472,.482,1.0,1.4,.696,2.0,9.3,11.2,3.4,1.1,1.1,1.5,2.2,15.9
614,614,Dean Wade,PF,25,CLE,30,16,19.2,1.8,4.2,.429,0.9,2.6,.329,0.9,1.6,.596,.532,0.3,0.4,.769,0.8,2.5,3.3,1.2,0.5,0.1,0.4,1.5,4.8
615,615,Franz Wagner,SF,20,ORL,42,42,32.1,5.9,13.1,.450,1.3,3.5,.358,4.6,9.5,.484,.498,2.6,3.1,.846,1.2,3.5,4.7,2.8,1.0,0.5,1.5,2.2,15.6
616,616,Moritz Wagner,C,24,ORL,32,0,11.5,2.1,4.7,.450,0.9,2.7,.333,1.2,2.0,.609,.546,1.3,1.7,.792,0.5,1.8,2.3,0.8,0.2,0.2,0.8,1.9,6.5
617,617,Ish Wainright,PF,27,PHO,16,0,6.6,0.6,2.1,.294,0.3,1.3,.200,0.4,0.9,.429,.353,0.1,0.3,.500,0.7,0.6,1.3,0.5,0.4,0.1,0.4,1.3,1.6
618,618,Kemba Walker,PG,31,NYK,24,24,27.3,4.7,11.4,.414,2.4,6.0,.403,2.3,5.4,.426,.520,1.8,2.1,.840,0.5,3.1,3.5,3.6,0.8,0.2,1.4,1.2,13.6
619,619,Lonnie Walker IV,SG,23,SAS,37,6,22.8,4.3,10.8,.394,1.6,5.2,.306,2.7,5.6,.476,.468,1.6,1.9,.855,0.2,2.7,2.9,2.4,0.6,0.2,1.1,1.4,11.7
620,620,M.J. Walker,SG,23,PHO,2,0,4.0,0.0,2.0,.000,0.0,1.0,.000,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.5,0.5,0.5,1.0,0.0,0.0,0.5,0.0
621,621,Derrick Walton,PG,26,DET,3,3,36.0,2.0,8.7,.231,1.0,4.3,.231,1.0,4.3,.231,.288,1.3,1.3,1.000,0.7,2.7,3.3,7.0,2.3,1.3,3.7,2.7,6.3
622,622,Brad Wanamaker,PG,32,TOT,23,2,13.9,1.2,3.3,.364,0.2,0.7,.235,1.0,2.6,.400,.390,1.0,1.1,.920,0.3,1.4,1.7,2.4,0.3,0.3,1.0,2.0,3.6
623,623,Brad Wanamaker,PG,32,IND,22,1,13.3,1.2,3.3,.361,0.2,0.8,.235,1.0,2.5,.400,.389,0.9,1.0,.909,0.3,1.3,1.6,2.2,0.2,0.3,1.0,1.9,3.5
624,624,Brad Wanamaker,PG,32,WAS,1,1,27.0,2.0,5.0,.400,0.0,0.0,,2.0,5.0,.400,.400,3.0,3.0,1.000,0.0,4.0,4.0,7.0,2.0,0.0,0.0,3.0,7.0
625,625,Duane Washington Jr.,PG,21,IND,11,6,20.5,2.9,8.5,.344,1.2,4.2,.283,1.7,4.3,.404,.414,1.3,1.7,.737,0.1,1.7,1.8,1.9,0.6,0.1,1.2,1.0,8.3
626,626,P.J. Washington,PF,23,CHO,25,3,24.8,3.6,8.0,.448,1.9,4.6,.409,1.7,3.4,.500,.565,1.2,1.7,.698,1.4,4.2,5.6,2.4,0.8,1.1,1.4,2.6,10.3
627,627,Yuta Watanabe,SF,27,TOR,15,3,20.1,2.5,6.4,.396,1.3,3.5,.365,1.3,2.9,.432,.495,0.8,1.5,.545,0.9,3.2,4.1,1.0,0.5,0.5,0.8,1.6,7.1
628,628,Tremont Waters,PG,24,TOT,3,0,16.7,1.3,4.7,.286,0.7,3.0,.222,0.7,1.7,.400,.357,0.0,0.0,,0.0,1.3,1.3,2.3,1.7,0.0,1.3,1.3,3.3
629,629,Tremont Waters,PG,24,TOR,2,0,21.0,1.5,6.0,.250,1.0,4.5,.222,0.5,1.5,.333,.333,0.0,0.0,,0.0,2.0,2.0,3.5,2.0,0.0,2.0,1.0,4.0
630,630,Tremont Waters,PG,24,WAS,1,0,8.0,1.0,2.0,.500,0.0,0.0,,1.0,2.0,.500,.500,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0
631,631,Trendon Watford,SF,21,POR,14,0,7.3,1.0,2.1,.467,0.0,0.0,,1.0,2.1,.467,.467,0.4,0.9,.500,0.6,1.6,2.2,0.6,0.1,0.4,0.4,0.6,2.4
632,632,Paul Watson,SF,27,OKC,9,3,17.3,1.3,3.9,.343,0.7,2.9,.231,0.7,1.0,.667,.429,0.1,0.2,.500,0.3,2.7,3.0,0.9,0.3,0.3,0.4,1.1,3.4
633,633,Quinndary Weatherspoon,SG,25,GSW,3,0,5.3,1.3,1.3,1.000,0.0,0.0,,1.3,1.3,1.000,1.000,0.0,0.0,,0.0,0.3,0.3,0.0,0.3,0.3,0.3,1.7,2.7
634,634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,635,Russell Westbrook,PG,33,LAL,42,42,35.5,7.1,16.2,.437,1.0,3.5,.288,6.1,12.7,.478,.468,3.5,5.4,.656,1.4,6.8,8.2,8.1,1.1,0.3,4.4,3.1,18.7
636,636,Coby White,PG,21,CHI,21,6,24.8,4.2,9.1,.461,1.9,4.9,.388,2.3,4.2,.545,.565,1.4,1.8,.789,0.1,2.4,2.5,2.3,0.5,0.2,1.2,2.2,11.7
637,637,Derrick White,SG,27,SAS,37,37,30.5,5.0,11.9,.423,1.5,5.2,.294,3.5,6.6,.524,.488,2.9,3.3,.869,0.5,3.0,3.5,5.5,1.2,0.9,1.6,2.2,14.5
638,638,Hassan Whiteside,C,32,UTA,36,3,16.4,3.3,5.2,.626,0.0,0.0,,3.3,5.2,.626,.626,1.7,2.5,.685,2.3,4.6,6.8,0.3,0.3,1.3,0.9,2.9,8.2
639,639,Joe Wieskamp,SG,22,SAS,11,0,5.9,1.0,1.9,.524,0.6,1.4,.467,0.4,0.5,.667,.690,0.3,0.6,.429,0.2,0.3,0.5,0.3,0.2,0.2,0.0,0.5,2.9
640,640,Aaron Wiggins,SG,23,OKC,22,12,20.9,2.7,5.4,.496,0.8,2.5,.315,1.9,3.0,.646,.567,1.0,1.4,.710,0.7,2.5,3.1,1.1,0.7,0.2,0.8,1.9,7.1
641,641,Andrew Wiggins,SF,26,GSW,36,36,31.6,6.9,14.3,.484,2.2,5.3,.421,4.7,9.0,.522,.562,2.6,3.7,.705,1.1,3.3,4.4,1.9,0.9,0.6,1.7,1.8,18.6
642,642,Brandon Williams,PG,22,POR,2,0,6.0,1.0,1.5,.667,0.0,0.0,,1.0,1.5,.667,.667,2.0,3.5,.571,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0
643,643,Grant Williams,PF,23,BOS,37,11,22.9,2.4,5.0,.478,1.4,3.4,.416,1.0,1.6,.610,.620,1.0,1.1,.878,0.8,2.5,3.2,1.0,0.5,0.6,0.8,2.1,7.1
644,644,Kenrich Williams,SF,27,OKC,36,0,20.6,2.8,6.0,.465,0.8,2.1,.382,2.0,3.9,.511,.532,0.6,1.1,.538,1.4,2.6,4.0,1.9,1.0,0.1,0.8,1.7,7.0
645,645,Lou Williams,PG,35,ATL,27,0,14.4,2.3,6.4,.366,0.6,2.1,.304,1.7,4.3,.397,.416,1.2,1.4,.846,0.3,1.3,1.6,1.5,0.6,0.1,0.9,1.0,6.5
646,646,Patrick Williams,PF,20,CHI,5,5,25.0,2.6,4.6,.565,0.6,1.2,.500,2.0,3.4,.588,.630,0.8,0.8,1.000,0.2,2.0,2.2,0.6,0.6,0.4,0.4,1.8,6.6
647,647,Robert Williams,C,24,BOS,33,33,29.1,4.3,5.8,.749,0.0,0.0,,4.3,5.8,.749,.749,1.1,1.7,.661,3.8,5.2,9.0,1.7,0.8,2.2,1.2,2.0,9.8
648,648,Ziaire Williams,SF,20,MEM,24,3,19.0,2.4,5.9,.404,1.0,3.5,.294,1.3,2.3,.571,.493,0.3,0.4,.800,0.3,1.2,1.4,0.8,0.5,0.3,0.6,1.8,6.1
649,649,D.J. Wilson,PF,25,TOR,3,1,16.0,2.7,3.7,.727,0.0,0.7,.000,2.7,3.0,.889,.727,2.7,3.3,.800,0.3,4.3,4.7,1.3,1.7,0.3,0.7,1.7,8.0
650,650,Dylan Windler,SF,25,CLE,27,0,10.1,1.0,2.2,.433,0.6,1.6,.405,0.3,0.7,.500,.575,0.1,0.1,.750,0.4,1.4,1.9,0.9,0.3,0.1,0.4,1.0,2.7
651,651,Justise Winslow,SF,25,LAC,31,1,11.4,1.6,3.6,.446,0.2,0.8,.208,1.5,2.8,.511,.469,0.3,0.6,.474,0.6,2.5,3.0,1.1,0.5,0.4,0.9,1.0,3.7
652,652,Cassius Winston,PG,23,WAS,2,0,3.5,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,1.0,1.0,1.000,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,1.0
653,653,Christian Wood,C,26,HOU,40,39,30.8,6.4,13.3,.478,1.6,4.7,.344,4.8,8.7,.550,.538,2.9,4.7,.615,1.8,8.2,10.0,2.1,0.7,0.9,1.8,2.3,17.2
654,654,Robert Woodard II,SF,22,SAC,8,0,1.9,0.1,0.5,.250,0.1,0.1,1.000,0.0,0.4,.000,.375,0.3,0.3,1.000,0.0,0.3,0.3,0.0,0.0,0.0,0.1,0.3,0.6
655,655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,656,Delon Wright,SG,29,ATL,35,4,17.5,1.5,3.5,.426,0.5,1.3,.391,1.0,2.2,.447,.500,0.6,0.7,.846,0.8,2.1,2.9,2.5,0.7,0.2,0.7,0.6,4.1
657,657,McKinley Wright IV,PG,23,MIN,1,0,4.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
658,658,Moses Wright,PF,23,LAC,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
659,659,Thaddeus Young,PF,33,SAS,23,0,14.0,2.8,5.0,.570,0.0,0.1,.000,2.8,4.8,.586,.570,0.3,0.8,.444,1.5,2.0,3.4,2.4,0.9,0.3,1.0,1.4,6.0
